"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid","rel_class","abs_ofav","abs_ssid","delta_log10p","p_ofav","p_ssid","p_ratio","filter_type","relationship_category","discord_direction","delta_cut_used","high_cut_used","low_cut_used","ratio_cut_used","site"
"MacArthur North vs Star Island.27","MacN_Star","OG0001202","Ofaveolata019732","Ssiderea018518",3.21850355090872,1.20707675473965,"NACHT and WD repeat","telomerase activity","Chromatin structure and dynamics","Intracellular trafficking, secretion, and vesicular transport","Direct",1.20707675473965,3.21850355090872,2.01142679616907,0.062075931505976,0.000604639407629811,102.666036521361,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.28","MacN_Star","OG0001916","Ofaveolata034914","Ssiderea62027",-1.088411911704,-4.15130912180695,"K02A2.6-like","K02A2.6-like","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Direct",4.15130912180695,1.088411911704,3.06289721010295,7.05814990951903e-05,0.0815808241388604,1155.83864305341,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Star Island"
"MacArthur North vs Star Island.29","MacN_Star","OG0008549","Ofaveolata002443","Ssiderea024960",1.05103752553571,7.58885400428188,"Rab-GTPase-TBC domain","TBC1 domain family member 15-like","Signal transduction mechanisms","Signal transduction mechanisms","Direct",7.58885400428188,1.05103752553571,6.53781647874617,2.57718737820006e-08,0.0889124289097393,3449979.21617314,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"MacArthur North vs Star Island"
"Star Island vs Emerald Reef.1","Star_Emerald","OG0000297","Ofaveolata029192","Ssiderea027774",-6.1094160035009,2.31983409022462,"MAC/Perforin domain","MAC/Perforin domain",NA,"Function Unknown","Inverse",2.31983409022462,6.1094160035009,3.78958191327628,0.00478812974179063,7.77291639522606e-07,6160.01703650303,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.2","Star_Emerald","OG0000430","Ofaveolata016514","Ssiderea034936",1.97102657851771,-2.13401267027183,NA,"Cell adhesion molecule",NA,"Signal transduction mechanisms","Inverse",2.13401267027183,1.97102657851771,0.16298609175412,0.00734492439483701,0.0106898945581576,1.45541247036823,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.3","Star_Emerald","OG0000477","Ofaveolata009785","Ssiderea017874",-1.14135834992339,3.17796796834246,"NADP-retinol dehydrogenase activity","retinol dehydrogenase","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism","Inverse",3.17796796834246,1.14135834992339,2.03660961841907,0.000663792026987088,0.0722173669670992,108.795170823141,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.4","Star_Emerald","OG0000696","Ofaveolata011199","Ssiderea051589",-3.6933828578705,1.86609827476611,"acyl-CoA synthetase medium-chain family member 4","PFAM AMP-dependent synthetase and ligase","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.86609827476611,3.6933828578705,1.82728458310439,0.0136113664143293,0.000202589597749254,67.1868968868587,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.5","Star_Emerald","OG0000962","Ofaveolata015339","Ssiderea057455",-2.22133562219947,3.45165692476759,"selenoprotein","Uncharacterized ACR, YdiU/UPF0061 family",NA,"Posttranslational modification, protein turnover, chaperones","Inverse",3.45165692476759,2.22133562219947,1.23032130256812,0.000353462280567719,0.00600709330686073,16.995005230013,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.6","Star_Emerald","OG0001139","Ofaveolata006385","Ssiderea60593",-1.33359066460166,1.81792998360221,NA,"thyroid hormone transmembrane transporter activity",NA,"Carbohydrate transport and metabolism","Inverse",1.81792998360221,1.33359066460166,0.48433931900055,0.0152079269021123,0.0463883938088808,3.05027727365244,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.7","Star_Emerald","OG0002272","Ofaveolata017458","Ssiderea041651",1.82284415322577,-2.87354556008085,NA,"PFAM SMP-30 Gluconolaconase",NA,"Secondary metabolites biosynthesis, transport and catabolism","Inverse",2.87354556008085,1.82284415322577,1.05070140685508,0.00133799484415365,0.0150368146606881,11.238320331645,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.8","Star_Emerald","OG0002522","Ofaveolata018861","Ssiderea003111",1.19693535104289,-1.35124211555187,"thioesterase binding","thioesterase binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.35124211555187,1.19693535104289,0.15430676450898,0.0445407867996998,0.0635425514079059,1.42661492922559,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.9","Star_Emerald","OG0005229","Ofaveolata000853","Ssiderea022618",-1.05815668633845,1.00131123062254,"Catalytic subunit of the poly(A)-nuclease (PAN) deadenylation complex, one of two cytoplasmic mRNA deadenylases involved in general and miRNA-mediated mRNA turnover. PAN specifically shortens poly(A) tails of RNA and the activity is stimulated by poly(A)-binding protein (PABP). PAN deadenylation is followed by rapid degradation of the shortened mRNA tails by the CCR4-NOT complex. Deadenylated mRNAs are then degraded by two alternative mechanisms, namely exosome-mediated 3'-5' exonucleolytic degradation, or deadenlyation-dependent mRNA decaping and subsequent 5'-3' exonucleolytic degradation by XRN1","Catalytic subunit of the poly(A)-nuclease (PAN) deadenylation complex, one of two cytoplasmic mRNA deadenylases involved in general and miRNA-mediated mRNA turnover. PAN specifically shortens poly(A) tails of RNA and the activity is stimulated by poly(A)-binding protein (PABP). PAN deadenylation is followed by rapid degradation of the shortened mRNA tails by the CCR4-NOT complex. Deadenylated mRNAs are then degraded by two alternative mechanisms, namely exosome-mediated 3'-5' exonucleolytic degradation, or deadenlyation-dependent mRNA decaping and subsequent 5'-3' exonucleolytic degradation by XRN1","Replication, recombination and repair","Replication, recombination and repair","Inverse",1.00131123062254,1.05815668633845,0.0568454557159099,0.0996985333176437,0.0874668152346484,1.13984410030457,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.10","Star_Emerald","OG0006415","Ofaveolata014966","Ssiderea038351",-1.83160152431081,1.39883630763964,"succinate-hydroxymethylglutarate CoA-transferase activity","succinate-hydroxymethylglutarate CoA-transferase activity","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.39883630763964,1.83160152431081,0.43276521667117,0.0399175329415532,0.0147366400468012,2.7087268749716,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.11","Star_Emerald","OG0007401","Ofaveolata021227","Ssiderea052204",-1.49635999845949,1.34013836224005,"metalloendopeptidase activity","metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.34013836224005,1.49635999845949,0.15622163621944,0.0456942588703324,0.0318889339910767,1.4329189832159,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.12","Star_Emerald","OG0007839","Ofaveolata012730","Ssiderea001302",2.48233590043789,-1.42122792267832,"microtubule plus-end binding","microtubule plus-end binding","Cytoskeleton","Cytoskeleton","Inverse",1.42122792267832,2.48233590043789,1.06110797775957,0.0379115968387648,0.00329354877621118,11.5108654569183,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.13","Star_Emerald","OG0007991","Ofaveolata015836","Ssiderea033795",-1.17196086897467,1.70104576237642,"transmembrane transport","transmembrane transport",NA,"Function Unknown","Inverse",1.70104576237642,1.17196086897467,0.52908489340175,0.0199046358927344,0.0673037295905838,3.38130925646076,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.14","Star_Emerald","OG0009682","Ofaveolata026368","Ssiderea038740",-2.56565943933537,1.7705498941875,"Metastasis suppressor protein 1-like","Metastasis suppressor protein 1-like",NA,"Function Unknown","Inverse",1.7705498941875,2.56565943933537,0.79510954514787,0.0169609473418436,0.00271857025419316,6.23892184345166,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.15","Star_Emerald","OG0009902","Ofaveolata030333","Ssiderea027649",-1.1318428655446,1.9612233581571,"WD domain, G-beta repeat","WD domain, G-beta repeat","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.9612233581571,1.1318428655446,0.8293804926125,0.0109339388789476,0.0738171263589079,6.75119251864823,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.16","Star_Emerald","OG0010689","Ofaveolata027830","Ssiderea035432",1.27090156399057,-1.06105065320485,"nuclear localization sequence binding","nuclear localization sequence binding","","","Inverse",1.06105065320485,1.27090156399057,0.20985091078572,0.08688590854615,0.0535918113494536,1.62125344074671,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.17","Star_Emerald","OG0011861","Ofaveolata031462","Ssiderea048776",-1.66738201945026,1.69950327677334,"Solute carrier family 35 (UDP-galactose transporter), member A2","pyrimidine nucleotide-sugar transmembrane transporter activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.69950327677334,1.66738201945026,0.03212125732308,0.019975456968048,0.0215088891101065,1.07676581038979,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Emerald Reef"
"Star Island vs Emerald Reef.18","Star_Emerald","OG0010221","Ofaveolata023174","Ssiderea014617",1.25197942201639,3.39243308614215,"fucose metabolic process","fucose metabolic process","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Direct",3.39243308614215,1.25197942201639,2.14045366412576,0.000405104356721986,0.0559784124870667,138.182696774805,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"Star Island vs Emerald Reef"
"Star Island vs Rainbow Reef.1","Star_Rainbow","OG0000123","Ofaveolata013490","Ssiderea045294",1.6144101499885,-1.15904157350063,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.15904157350063,1.6144101499885,0.45536857648787,0.0693359429952355,0.0242990810714157,2.85343889307811,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.2","Star_Rainbow","OG0000444","Ofaveolata026424","Ssiderea038632",-2.80161653240785,6.12375042031504,"zinc ion binding","zinc ion binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",6.12375042031504,2.80161653240785,3.32213388790719,7.52054959644535e-07,0.00157900486317061,2099.58706198406,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.3","Star_Rainbow","OG0000861","Ofaveolata027502","Ssiderea047867",-2.91690262176116,1.19140630212102,"Belongs to the peptidase M10A family","Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.19140630212102,2.91690262176116,1.72549631964014,0.0643566897861276,0.00121086960633307,53.1491495446994,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.4","Star_Rainbow","OG0002913","Ofaveolata021947","Ssiderea023505",-1.29692458209261,1.76137844088792,"May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity","May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.76137844088792,1.29692458209261,0.46445385879531,0.0173229383228799,0.0504748942711004,2.91376054860357,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.5","Star_Rainbow","OG0002975","Ofaveolata022455","Ssiderea050136",-1.29905353511443,2.23364974482043,"laminin subunit","Receptor binding. It is involved in the biological process described with regulation of cell migration","Extracellular structures","Extracellular structures","Inverse",2.23364974482043,1.29905353511443,0.934596209706,0.00583915838086129,0.0502280669991596,8.6019360536254,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.6","Star_Rainbow","OG0006218","Ofaveolata030092","Ssiderea054260",-1.11931038529715,1.05644350183708,"9-cis retinoic acid receptor activity","9-cis retinoic acid receptor activity","Transcription","Transcription","Inverse",1.05644350183708,1.11931038529715,0.0628668834600701,0.0878125316593611,0.0759783074582853,1.15575793403365,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.7","Star_Rainbow","OG0006612","Ofaveolata028571","Ssiderea057950",1.19756140043822,-1.20709725017108,"calcium ion binding","calcium ion binding","","","Inverse",1.20709725017108,1.19756140043822,0.00953584973285992,0.0620730020582619,0.0634510187758214,1.02219993671751,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.8","Star_Rainbow","OG0006643","Ofaveolata017575","Ssiderea018481",-1.06427920435928,1.60110775912091,"Belongs to the sterol desaturase family","lathosterol oxidase activity","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.60110775912091,1.06427920435928,0.53682855476163,0.025054875029518,0.0862423924239412,3.44214019516506,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.9","Star_Rainbow","OG0007991","Ofaveolata015836","Ssiderea033795",-2.68501223996146,1.51557885643862,"transmembrane transport","transmembrane transport",NA,"Function Unknown","Inverse",1.51557885643862,2.68501223996146,1.16943338352284,0.0305085202447787,0.00206532194688013,14.7717987943065,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.10","Star_Rainbow","OG0009949","Ofaveolata017015","Ssiderea052635",1.40185417606158,-5.16224309653233,"microtubule motor activity","microtubule motor activity","Cytoskeleton","Cytoskeleton","Inverse",5.16224309653233,1.40185417606158,3.76038892047075,6.88266930774808e-06,0.039641111567544,5759.55487544905,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.11","Star_Rainbow","OG0011115","Ofaveolata006719","Ssiderea032352",1.14150330134896,-1.83344916424958,"tRNA methylation","tRNA methylation","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Inverse",1.83344916424958,1.14150330134896,0.69194586290062,0.0146740784228619,0.0721932675046238,4.91978204179066,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.12","Star_Rainbow","OG0011729","Ofaveolata010493","Ssiderea019532",1.88931964418956,-1.02680405608719,"negative regulation of heat generation","cyclic nucleotide-gated ion channel activity",NA,"Inorganic ion transport and metabolism","Inverse",1.02680405608719,1.88931964418956,0.86251558810237,0.0940147388269291,0.0129026927561412,7.28644327225271,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.13","Star_Rainbow","OG0011860","Ofaveolata005470","Ssiderea052528",-1.02697014328466,1.73514520291661,NA,NA,NA,NA,"Inverse",1.73514520291661,1.02697014328466,0.70817505963195,0.0184015665681883,0.0939787916533631,5.10710820761472,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.14","Star_Rainbow","OG0012289","Ofaveolata015425","Ssiderea055429",-2.21028653202439,1.17483603925386,"Mannose-6-phosphate receptor","Mannose-6-phosphate receptor",NA,"Function Unknown","Inverse",1.17483603925386,2.21028653202439,1.03545049277053,0.0668596287469791,0.00616188328618761,10.850518525213,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.15","Star_Rainbow","OG0013173","Ofaveolata027056","Ssiderea042129",-1.29215692348918,3.462720694183,"metalloendopeptidase activity","Disintegrin and metalloproteinase domain-containing protein 12","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",3.462720694183,1.29215692348918,2.17056377069382,0.000344571462182561,0.0510320572685125,148.102970992631,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Star Island vs Rainbow Reef.16","Star_Rainbow","OG0013207","Ofaveolata001053","Ssiderea022298",2.60411943380464,-2.57532235548035,"Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes","Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes","","","Inverse",2.57532235548035,2.60411943380464,0.0287970783242901,0.00265875086692934,0.0024881729604526,1.06855548596819,"Inverse","Inverse",NA,NA,NA,NA,NA,"Star Island vs Rainbow Reef"
"Rainbow Reef vs Emerald Reef.1","Rainbow_Emerald","OG0000159","Ofaveolata035798","Ssiderea034404",3.3338047182038,-2.58393653629282,"carbohydrate binding","carbohydrate binding","","","Inverse",2.58393653629282,3.3338047182038,0.74986818191098,0.00260653441657207,0.000463655356870917,5.62170667920858,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.2","Rainbow_Emerald","OG0000233","Ofaveolata024356","Ssiderea045997",-1.73320380260863,3.47917701974004,"FAD dependent oxidoreductase","FAD dependent oxidoreductase","Amino acid transport and metabolism","Amino acid transport and metabolism","Inverse",3.47917701974004,1.73320380260863,1.74597321713141,0.000331759203937952,0.0184840101101388,55.715138843882,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.3","Rainbow_Emerald","OG0000444","Ofaveolata026424","Ssiderea038632",3.47973026889349,-4.81390731126694,"zinc ion binding","zinc ion binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",4.81390731126694,3.47973026889349,1.33417704237345,1.53494454137936e-05,0.000331336843888734,21.5862420404441,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.4","Rainbow_Emerald","OG0000592","Ofaveolata014308","Ssiderea003590",1.2827763553344,-2.31872776753159,"Placenta-specific gene 8 protein-like","Placenta-specific gene 8 protein-like",NA,"Function Unknown","Inverse",2.31872776753159,1.2827763553344,1.03595141219719,0.00480034258265043,0.0521463175106882,10.8630408377846,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.5","Rainbow_Emerald","OG0000597","Ofaveolata005223","Ssiderea016645",-1.03900469780106,1.83770322709452,"SUMO-specific protease activity","SUMO1 sentrin specific peptidase","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.83770322709452,1.03900469780106,0.79869852929346,0.0145310424972603,0.0914103353481552,6.29069355246808,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.6","Rainbow_Emerald","OG0000618","Ofaveolata003213","Ssiderea030177",2.15929408400208,-1.31930509495429,"zinc ion binding","zinc ion binding",NA,"Function Unknown","Inverse",1.31930509495429,2.15929408400208,0.83998898904779,0.0479396550836341,0.00692956409291881,6.91813430697939,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.7","Rainbow_Emerald","OG0001094","Ofaveolata035497","Ssiderea60931",-1.06839080379337,1.8839133362954,"protein tag","intracellular transport of virus","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.8839133362954,1.06839080379337,0.81552253250203,0.0130643156126447,0.0854297619506678,6.53916856295037,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.8","Rainbow_Emerald","OG0001364","Ofaveolata017549","Ssiderea048577",-2.31412510591843,1.08614217400499,"Protein kinase C terminal domain","Protein tyrosine kinase","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.08614217400499,2.31412510591843,1.22798293191344,0.0820083031648647,0.0048514872468199,16.9037449740016,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.9","Rainbow_Emerald","OG0001560","Ofaveolata003254","Ssiderea030126",1.8188382505655,-1.1323421956289,"ATP-dependent RNA helicase","ATP-dependent RNA helicase","RNA processing and modification","RNA processing and modification","Inverse",1.1323421956289,1.8188382505655,0.6864960549366,0.0737323038889044,0.0151761548571484,4.85843117594274,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.10","Rainbow_Emerald","OG0002175","Ofaveolata003889","Ssiderea030331",1.12694465313939,-1.07940317279581,"DNA-directed 5'-3' RNA polymerase activity","G-protein coupled receptor activity","Transcription","Posttranslational modification, protein turnover, chaperones","Inverse",1.07940317279581,1.12694465313939,0.0475414803435801,0.0832907604432353,0.0746543892540795,1.11568470756304,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.11","Rainbow_Emerald","OG0002373","Ofaveolata034392","Ssiderea052824",-1.21758422255498,1.01748002652489,NA,"neurogenic locus notch homolog protein",NA,"Signal transduction mechanisms","Inverse",1.01748002652489,1.21758422255498,0.20010419603009,0.0960549993666453,0.0605920683176916,1.58527348601169,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.12","Rainbow_Emerald","OG0003313","Ofaveolata004925","Ssiderea011320",1.31214544418742,-1.20326934740971,"cerebellar Purkinje cell layer maturation","Arginine-glutamic acid dipeptide","Transcription","Transcription","Inverse",1.20326934740971,1.31214544418742,0.10887609677771,0.0626225362165653,0.0487365245310105,1.28492002290232,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.13","Rainbow_Emerald","OG0004637","Ofaveolata028966","Ssiderea014220",-1.84214488144769,3.47610664614451,"Putative Interleukin 2 receptor, gamma chain","Putative Interleukin 2 receptor, gamma chain",NA,"Function Unknown","Inverse",3.47610664614451,1.84214488144769,1.63396176469682,0.000334112984558248,0.0143831867242471,43.0488708580545,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.14","Rainbow_Emerald","OG0004974","Ofaveolata027031","Ssiderea018178",-1.01472255652013,1.31810396002966,"Chromosome 1 open reading frame 177","Chromosome 1 open reading frame 177","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.31810396002966,1.01472255652013,0.30338140350953,0.0480724260433431,0.0966668225419535,2.01085800110851,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.15","Rainbow_Emerald","OG0006563","Ofaveolata004654","Ssiderea010637",1.43266472946081,-1.10665833715077,"NADP-retinol dehydrogenase activity","NADP-retinol dehydrogenase activity","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism","Inverse",1.10665833715077,1.43266472946081,0.32600639231004,0.078224295920771,0.0369262555174965,2.11839231529194,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.16","Rainbow_Emerald","OG0008579","Ofaveolata017828","Ssiderea048552",-1.04939341868542,1.23678070024789,"transmembrane transport","major facilitator superfamily","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.23678070024789,1.04939341868542,0.18738728156247,0.0579721356504843,0.0892496622582259,1.53952689954903,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.17","Rainbow_Emerald","OG0008767","Ofaveolata023038","Ssiderea014777",1.14096933271106,-1.36798170850133,NA,"Cobalamin binding. It is involved in the biological process described with cobalamin transport",NA,"Function Unknown","Inverse",1.36798170850133,1.14096933271106,0.22701237579027,0.0428566570269349,0.0722820843101727,1.68660108661168,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.18","Rainbow_Emerald","OG0009047","Ofaveolata017639","Ssiderea046884",-1.20538110927696,1.07132909792786,"G protein-coupled receptor 180","G protein-coupled receptor 180",NA,"Function Unknown","Inverse",1.07132909792786,1.20538110927696,0.1340520113491,0.0848537230215765,0.0623187725462683,1.3616077396033,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.19","Rainbow_Emerald","OG0009623","Ofaveolata022834","Ssiderea015474",-2.15476028423709,1.02489474013825,"3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity","3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.02489474013825,2.15476028423709,1.12986554409884,0.0944289715851671,0.007002283915778,13.4854531351398,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.20","Rainbow_Emerald","OG0009836","Ofaveolata015759","Ssiderea033861",-1.32306632204213,3.38367431334676,"inner cell mass cell proliferation","inner cell mass cell proliferation",NA,"Function Unknown","Inverse",3.38367431334676,1.32306632204213,2.06060799130463,0.000413357371256282,0.0475262642022962,114.97621067662,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.21","Rainbow_Emerald","OG0010386","Ofaveolata029869","Ssiderea024099",1.01416200585082,-4.28521493707457,NA,"Domain of unknown function (DUF4487)",NA,"Function Unknown","Inverse",4.28521493707457,1.01416200585082,3.27105293122375,5.18543342658916e-05,0.0967916724748091,1866.60717652827,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
"Rainbow Reef vs Emerald Reef.22","Rainbow_Emerald","OG0011820","Ofaveolata028872","Ssiderea014365",-2.0354198253418,1.29960363902919,"ribosomal protein import into nucleus","ribosomal protein import into nucleus","","","Inverse",1.29960363902919,2.0354198253418,0.73581618631261,0.0501644853385916,0.00921680023432662,5.4427224267877,"Inverse","Inverse",NA,NA,NA,NA,NA,"Rainbow Reef vs Emerald Reef"
