site,species,genotype,replicate,sampleID,tank,pH,temp,treatment,time,file,AOI,FvFm,ratio
Emerald,Ofav,2,3,Eo2-3,4,low pH,high temp,LH,21,(dead),,,
Emerald,Ofav,3,3,Eo3-3,4,low pH,high temp,LH,21,(dead),,,
Emerald,Ofav,4,3,Eo4-3,4,low pH,high temp,LH,21,LC_Ofav_EMRL_RAIN,1,0.22,0.385
Emerald,Ofav,5,3,Eo5-3,4,low pH,high temp,LH,21,LC_Ofav_EMRL_RAIN,2,0.329,0.562
MacN,Ofav,6,3,CR047,4,low pH,high temp,LH,21,LC_Ofav_MACN,4,0.429,0.710
MacN,Ofav,1,3,Mo1-3,4,low pH,high temp,LH,21,LC_Ofav_MACN,1,0.392,0.725
MacN,Ofav,2,3,Mo2-3,4,low pH,high temp,LH,21,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,high temp,LH,21,(dead),,,
MacN,Ofav,4,3,Mo4-3,4,low pH,high temp,LH,21,LC_Ofav_MACN,2,0.417,0.696
MacN,Ofav,5,3,Mo5-3,4,low pH,high temp,LH,21,LC_Ofav_MACN,3,0.419,0.684
Rainbow,Ofav,1,3,Ro1-3,4,low pH,high temp,LH,21,(dead),,,
Rainbow,Ofav,2,3,Ro2-3,4,low pH,high temp,LH,21,(dead),,,
Rainbow,Ofav,3,3,Ro3-3,4,low pH,high temp,LH,21,(dead),,,
Rainbow,Ofav,4,3,Ro4-3,4,low pH,high temp,LH,21,(dead),,,
Rainbow,Ofav,5,3,Ro5-3,4,low pH,high temp,LH,21,LC_Ofav_EMRL_RAIN,3,0.368,0.639
Star,Ofav,1,3,So1-3,4,low pH,high temp,LH,21,(dead),,,
Star,Ofav,2,3,So2-3,4,low pH,high temp,LH,21,LC_Ofav_STAR,1,0.394,0.642
Star,Ofav,3,3,So3-3,4,low pH,high temp,LH,21,LC_Ofav_STAR,2,0.396,0.668
Star,Ofav,4,3,So4-3,4,low pH,high temp,LH,21,LC_Ofav_STAR,3,0.415,0.689
Star,Ofav,5,3,So5-3,4,low pH,high temp,LH,21,LC_Ofav_STAR,4,0.383,0.606
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,39,(dead),,,
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,39,(dead),,,
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,39,(dead),,,
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,39,(dead),,,
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,39,(dead),,,
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,39,(dead),,,
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,39,(dead),,,
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,39,(dead),,,
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,39,CH_Ssid,2,0.217,0.468
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,39,CH_Ssid_MACN_5-2,1,0.316,0.593
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,39,(dead),,,
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,39,(dead),,,
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,39,(dead),,,
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,39,(dead),,,
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,39,(dead),,,
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,39,(dead),,,
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,39,(dead),,,
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,39,(dead),,,
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,39,(dead),,,
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,39,CH_Ssid,1,0.353,0.636
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,39,(dead),,,
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,39,CH_Ofav_EMRL,1,0.361,0.603
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,39,CH_Ofav_EMRL,2,0.303,0.494
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,39,CH_Ofav_EMRL_4-2,1,0.304,0.518
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,39,(dead),,,
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,39,CH_Ofav_STAR_MACN,5,0.375,0.619
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,39,(dead),,,
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,39,(dead),,,
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,39,CH_Ofav_STAR_MACN,2,0.354,0.571
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,39,CH_Ofav_STAR_MACN,3,0.279,0.496
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,39,CH_Ofav_STAR_MACN,4,0.399,0.681
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,39,(dead),,,
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,39,(dead),,,
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,39,(dead),,,
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,39,(dead),,,
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,39,CH_Ofav_RAIN,1,0.325,0.578
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,39,(dead),,,
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,39,(dead),,,
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,39,(dead),,,
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,39,(dead),,,
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,39,CH_Ofav_STAR_MACN,1,0.374,0.607
Emerald,Ssid,1,3,Es1-3,7,low pH,high temp,LH,21,LC_Ssid_EMRL,1,0.302,0.606
Emerald,Ssid,2,3,Es2-3,7,low pH,high temp,LH,21,LC_Ssid_EMRL,2,0.232,0.474
Emerald,Ssid,3,3,Es3-3,7,low pH,high temp,LH,21,LC_Ssid_EMRL,3,0.258,0.480
Emerald,Ssid,4,3,Es4-3,7,low pH,high temp,LH,21,LC_Ssid_EMRL,4,0.265,0.491
Emerald,Ssid,5,3,Es5-3,7,low pH,high temp,LH,21,LC_Ssid_EMRL,5,0.202,0.358
MacN,Ssid,1,3,Ms1-3,7,low pH,high temp,LH,21,LC_Ssid_MACN,1,0.275,0.506
MacN,Ssid,2,3,Ms2-3,7,low pH,high temp,LH,21,LC_Ssid_MACN,2,0.37,0.754
MacN,Ssid,3,3,Ms3-3,7,low pH,high temp,LH,21,LC_Ssid_MACN,3,0.312,0.608
MacN,Ssid,4,3,Ms4-3,7,low pH,high temp,LH,21,LC_Ssid_MACN,4,0.182,0.409
MacN,Ssid,5,3,Ms5-3,7,low pH,high temp,LH,21,LC_Ssid_MACN,5,0.334,0.646
Rainbow,Ssid,1,3,Rs1-3,7,low pH,high temp,LH,21,LC_Ssid_RAIN,1,0.265,0.524
Rainbow,Ssid,2,3,Rs2-3,7,low pH,high temp,LH,21,LC_Ssid_RAIN_2-3,,0.238,0.447
Rainbow,Ssid,3,3,Rs3-3,7,low pH,high temp,LH,21,(dead),,,
Rainbow,Ssid,4,3,Rs4-3,7,low pH,high temp,LH,21,LC_Ssid_RAIN,2,0.265,0.502
Rainbow,Ssid,5,3,Rs5-3,7,low pH,high temp,LH,21,LC_Ssid_RAIN,3,0.34,0.619
Star,Ssid,1,3,Ss1-3,7,low pH,high temp,LH,21,LC_Ssid_STAR,1,0.314,0.621
Star,Ssid,2,3,Ss2-3,7,low pH,high temp,LH,21,LC_Ssid_STAR,2,0.306,0.590
Star,Ssid,3,3,Ss3-3,7,low pH,high temp,LH,21,LC_Ssid_STAR,3,0.25,0.494
Star,Ssid,4,3,Ss4-3,7,low pH,high temp,LH,21,LC_Ssid_STAR,4,0.22,0.440
Star,Ssid,5,3,Ss5-3,7,low pH,high temp,LH,21,LC_Ssid_STAR,5,0.39,0.677
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,39,(dead),,,
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,LH,39,(dead),,,
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,LH,39,(dead),,,
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,LH,39,(dead),,,
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,LH,39,(dead),,,
MacN,Ofav,6,4,CR049,8,low pH,high temp,LH,39,LH_Ofav,5,0.368,0.597
MacN,Ofav,1,4,Mo1-4,8,low pH,high temp,LH,39,(dead),,,
MacN,Ofav,2,4,Mo2-4,8,low pH,high temp,LH,39,(dead),,,
MacN,Ofav,3,4,Mo3-4,8,low pH,high temp,LH,39,(dead),,,
MacN,Ofav,4,4,Mo4-4,8,low pH,high temp,LH,39,LH_Ofav,3,0.298,0.506
MacN,Ofav,5,4,Mo5-4,8,low pH,high temp,LH,39,LH_Ofav,4,0.407,0.656
Rainbow,Ofav,1,4,Ro1-4,8,low pH,high temp,LH,39,(dead),,,
Rainbow,Ofav,2,4,Ro2-4,8,low pH,high temp,LH,39,(dead),,,
Rainbow,Ofav,3,4,Ro3-4,8,low pH,high temp,LH,39,(dead),,,
Rainbow,Ofav,4,4,Ro4-4,8,low pH,high temp,LH,39,(dead),,,
Rainbow,Ofav,5,4,Ro5-4,8,low pH,high temp,LH,39,LH_Ofav,1,0.301,0.499
Star,Ofav,1,4,So1-4,8,low pH,high temp,LH,39,(dead),,,
Star,Ofav,2,4,So2-4,8,low pH,high temp,LH,39,(dead),,,
Star,Ofav,3,4,So3-4,8,low pH,high temp,LH,39,(dead),,,
Star,Ofav,4,4,So4-4,8,low pH,high temp,LH,39,(dead),,,
Star,Ofav,5,4,So5-4,8,low pH,high temp,LH,39,LH_Ofav,2,0.4,0.622
Emerald,Ofav,1,1,Eo1-1,1,control pH,high temp,CH,24,(dead),,,
Emerald,Ofav,2,1,Eo2-1,1,control pH,high temp,CH,24,(dead),,,
Emerald,Ofav,3,1,Eo3-1,1,control pH,high temp,CH,24,CC_Ofav_EMRL,1,0.382,0.649
Emerald,Ofav,4,1,Eo4-1,1,control pH,high temp,CH,24,CC_Ofav_EMRL,2,0.287,0.495
Emerald,Ofav,5,1,Eo5-1,1,control pH,high temp,CH,24,(dead),,,
MacN,Ofav,6,1,CR043,1,control pH,high temp,CH,24,CC_Ofav_MACN,4,0.444,0.723
MacN,Ofav,1,1,Mo1-1,1,control pH,high temp,CH,24,CC_Ofav_MACN,1,0.451,0.810
MacN,Ofav,2,1,Mo2-1,1,control pH,high temp,CH,24,(dead),,,
MacN,Ofav,3,1,Mo3-1,1,control pH,high temp,CH,24,(dead),,,
MacN,Ofav,4,1,Mo4-1,1,control pH,high temp,CH,24,CC_Ofav_MACN,2,0.399,0.686
MacN,Ofav,5,1,Mo5-1,1,control pH,high temp,CH,24,CC_Ofav_MACN,3,0.452,0.753
Rainbow,Ofav,1,1,Ro1-1,1,control pH,high temp,CH,24,(dead),,,
Rainbow,Ofav,2,1,Ro2-1,1,control pH,high temp,CH,24,(dead),,,
Rainbow,Ofav,3,1,Ro3-1,1,control pH,high temp,CH,24,CC_Ofav_RAIN,1,0.393,0.671
Rainbow,Ofav,4,1,Ro4-1,1,control pH,high temp,CH,24,CC_Ofav_RAIN,2,0.312,0.511
Rainbow,Ofav,5,1,Ro5-1,1,control pH,high temp,CH,24,CC_Ofav_RAIN_5-1,1,0.353,0.584
Star,Ofav,1,1,So1-1,1,control pH,high temp,CH,24,(dead),,,
Star,Ofav,2,1,So2-1,1,control pH,high temp,CH,24,(dead),,,
Star,Ofav,3,1,So3-1,1,control pH,high temp,CH,24,CC_Ofav_STAR,1,0.405,0.678
Star,Ofav,4,1,So4-1,1,control pH,high temp,CH,24,CC_Ofav_STAR,2,0.394,0.667
Star,Ofav,5,1,So5-1,1,control pH,high temp,CH,24,CC_Ofav_STAR,3,0.418,0.652
Emerald,Ssid,1,4,Es1-4,2,low pH,high temp,LH,42,(dead),,,
Emerald,Ssid,2,4,Es2-4,2,low pH,high temp,LH,42,(dead),,,
Emerald,Ssid,3,4,Es3-4,2,low pH,high temp,LH,42,(dead),,,
Emerald,Ssid,4,4,Es4-4,2,low pH,high temp,LH,42,(dead),,,
Emerald,Ssid,5,4,Es5-4,2,low pH,high temp,LH,42,(dead),,,
MacN,Ssid,1,4,Ms1-4,2,low pH,high temp,LH,42,(dead),,,
MacN,Ssid,2,4,Ms2-4,2,low pH,high temp,LH,42,(dead),,,
MacN,Ssid,3,4,Ms3-4,2,low pH,high temp,LH,42,(dead),,,
MacN,Ssid,4,4,Ms4-4,2,low pH,high temp,LH,42,LH_Ssid_STAR_MACN,2,0.118,0.271
MacN,Ssid,5,4,Ms5-4,2,low pH,high temp,LH,42,(dead),,,
Rainbow,Ssid,1,4,Rs1-4,2,low pH,high temp,LH,42,(dead),,,
Rainbow,Ssid,2,4,Rs2-4,2,low pH,high temp,LH,42,(dead),,,
Rainbow,Ssid,3,4,Rs3-4,2,low pH,high temp,LH,42,(dead),,,
Rainbow,Ssid,4,4,Rs4-4,2,low pH,high temp,LH,42,(dead),,,
Rainbow,Ssid,5,4,Rs5-4,2,low pH,high temp,LH,42,(dead),,,
Star,Ssid,1,4,Ss1-4,2,low pH,high temp,LH,42,(dead),,,
Star,Ssid,2,4,Ss2-4,2,low pH,high temp,LH,42,(dead),,,
Star,Ssid,3,4,Ss3-4,2,low pH,high temp,LH,42,(dead),,,
Star,Ssid,4,4,Ss4-4,2,low pH,high temp,LH,42,(dead),,,
Star,Ssid,5,4,Ss5-4,2,low pH,high temp,LH,42,LH_Ssid_STAR_MACN,1,0.343,0.615
Emerald,Ssid,1,1,Es1-1,3,control pH,high temp,CH,24,CC_Ssid_EMRL,1,0.372,0.809
Emerald,Ssid,2,1,Es2-1,3,control pH,high temp,CH,24,(dead),,,
Emerald,Ssid,3,1,Es3-1,3,control pH,high temp,CH,24,CC_Ssid_EMRL_3-1,1,0.352,0.646
Emerald,Ssid,4,1,Es4-1,3,control pH,high temp,CH,24,CC_Ssid_EMRL,2,0.366,0.755
Emerald,Ssid,5,1,Es5-1,3,control pH,high temp,CH,24,(dead),,,
MacN,Ssid,1,1,Ms1-1,3,control pH,high temp,CH,24,CC_Ssid_MACN,1,0.398,0.785
MacN,Ssid,2,1,Ms2-1,3,control pH,high temp,CH,24,CC_Ssid_MACN,2,0.465,1.000
MacN,Ssid,3,1,Ms3-1,3,control pH,high temp,CH,24,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,high temp,CH,24,CC_Ssid_MACN,3,0.422,1.024
MacN,Ssid,5,1,Ms5-1,3,control pH,high temp,CH,24,CC_Ssid_MACN,4,0.44,0.870
Rainbow,Ssid,1,1,Rs1-1,3,control pH,high temp,CH,24,CC_Ssid_RAIN,1,0.415,0.859
Rainbow,Ssid,2,1,Rs2-1,3,control pH,high temp,CH,24,CC_Ssid_RAIN_2-1,1,0.313,0.600
Rainbow,Ssid,3,1,Rs3-1,3,control pH,high temp,CH,24,(dead),,,
Rainbow,Ssid,4,1,Rs4-1,3,control pH,high temp,CH,24,CC_Ssid_RAIN,2,0.357,0.685
Rainbow,Ssid,5,1,Rs5-1,3,control pH,high temp,CH,24,CC_Ssid_RAIN,3,0.381,0.704
Star,Ssid,1,1,Ss1-1,3,control pH,high temp,CH,24,CC_Ssid_STAR,1,0.32,0.645
Star,Ssid,2,1,Ss2-1,3,control pH,high temp,CH,24,CC_Ssid_STAR_2-1,1,0.301,0.570
Star,Ssid,3,1,Ss3-1,3,control pH,high temp,CH,24,CC_Ssid_STAR,2,0.398,0.819
Star,Ssid,4,1,Ss4-1,3,control pH,high temp,CH,24,CC_Ssid_STAR,3,0.322,0.694
Star,Ssid,5,1,Ss5-1,3,control pH,high temp,CH,24,CC_Ssid_STAR,4,0.463,0.831
Emerald,Ofav,1,3,Eo1-3,4,low pH,high temp,LH,24,(dead),,,
Emerald,Ofav,2,3,Eo2-3,4,low pH,high temp,LH,24,(dead),,,
Emerald,Ofav,3,3,Eo3-3,4,low pH,high temp,LH,24,(dead),,,
Emerald,Ofav,4,3,Eo4-3,4,low pH,high temp,LH,24,LC_Ofav_EMRL,1,0.276,0.483
Emerald,Ofav,5,3,Eo5-3,4,low pH,high temp,LH,24,(dead),,,
MacN,Ofav,6,3,CR047,4,low pH,high temp,LH,24,LC_Ofav_MACN,3,0.403,0.667
MacN,Ofav,1,3,Mo1-3,4,low pH,high temp,LH,24,LC_Ofav_MACN,1,0.384,0.710
MacN,Ofav,2,3,Mo2-3,4,low pH,high temp,LH,24,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,high temp,LH,24,(dead),,,
MacN,Ofav,4,3,Mo4-3,4,low pH,high temp,LH,24,LC_Ofav_MACN,2,0.383,0.639
MacN,Ofav,5,3,Mo5-3,4,low pH,high temp,LH,24,(dead),,,
Rainbow,Ofav,1,3,Ro1-3,4,low pH,high temp,LH,24,(dead),,,
Rainbow,Ofav,2,3,Ro2-3,4,low pH,high temp,LH,24,(dead),,,
Rainbow,Ofav,3,3,Ro3-3,4,low pH,high temp,LH,24,(dead),,,
Rainbow,Ofav,4,3,Ro4-3,4,low pH,high temp,LH,24,(dead),,,
Rainbow,Ofav,5,3,Ro5-3,4,low pH,high temp,LH,24,LC_Ofav_RAIN,1,0.365,0.634
Star,Ofav,1,3,So1-3,4,low pH,high temp,LH,24,(dead),,,
Star,Ofav,2,3,So2-3,4,low pH,high temp,LH,24,LC_Ofav_STAR,1,0.395,0.643
Star,Ofav,3,3,So3-3,4,low pH,high temp,LH,24,LC_Ofav_STAR,2,0.388,0.654
Star,Ofav,4,3,So4-3,4,low pH,high temp,LH,24,LC_Ofav_STAR,3,0.403,0.669
Star,Ofav,5,3,So5-3,4,low pH,high temp,LH,24,LC_Ofav_STAR,4,0.362,0.573
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,42,(dead),,,
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,42,(dead),,,
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,42,(dead),,,
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,42,(dead),,,
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,42,(dead),,,
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,42,(dead),,,
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,42,(dead),,,
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,42,(dead),,,
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,42,CH_Ssid_MACN,1,0.189,0.407
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,42,(dead),,,
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,42,(dead),,,
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,42,(dead),,,
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,42,(dead),,,
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,42,(dead),,,
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,42,(dead),,,
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,42,(dead),,,
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,42,(dead),,,
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,42,(dead),,,
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,42,(dead),,,
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,42,CH_Ssid_STAR,1,0.357,0.643
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,42,(dead),,,
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,42,(dead),,,
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,42,(dead),,,
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,42,CH_Ofav_EMRL,1,0.297,0.506
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,42,(dead),,,
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,42,CH_Ofav_STAR_MACN,3,0.338,0.558
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,42,(dead),,,
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,42,(dead),,,
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,42,CH_Ofav_STAR_MACN,2,0.329,0.531
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,42,(dead),,,
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,42,(dead),,,
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,42,(dead),,,
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,42,(dead),,,
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,42,(dead),,,
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,42,(dead),,,
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,42,(dead),,,
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,42,(dead),,,
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,42,(dead),,,
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,42,(dead),,,
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,42,(dead),,,
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,42,CH_Ofav_STAR_MACN,1,0.351,0.570
Emerald,Ssid,1,3,Es1-3,7,low pH,high temp,LH,24,LC_Ssid_EMRL,1,0.34,0.683
Emerald,Ssid,2,3,Es2-3,7,low pH,high temp,LH,24,LC_Ssid_EMRL,2,0.311,0.636
Emerald,Ssid,3,3,Es3-3,7,low pH,high temp,LH,24,LC_Ssid_EMRL,3,0.277,0.515
Emerald,Ssid,4,3,Es4-3,7,low pH,high temp,LH,24,LC_Ssid_EMRL,4,0.333,0.617
Emerald,Ssid,5,3,Es5-3,7,low pH,high temp,LH,24,LC_Ssid_EMRL_5-3,1,0.337,0.598
MacN,Ssid,1,3,Ms1-3,7,low pH,high temp,LH,24,LC_Ssid_MACN,1,0.292,0.538
MacN,Ssid,2,3,Ms2-3,7,low pH,high temp,LH,24,LC_Ssid_MACN,2,0.394,0.802
MacN,Ssid,3,3,Ms3-3,7,low pH,high temp,LH,24,LC_Ssid_MACN,3,0.313,0.610
MacN,Ssid,4,3,Ms4-3,7,low pH,high temp,LH,24,LC_Ssid_MACN_4-3,1,0.241,0.542
MacN,Ssid,5,3,Ms5-3,7,low pH,high temp,LH,24,LC_Ssid_MACN,4,0.346,0.669
Rainbow,Ssid,1,3,Rs1-3,7,low pH,high temp,LH,24,LC_Ssid_RAIN,1,0.262,0.518
Rainbow,Ssid,2,3,Rs2-3,7,low pH,high temp,LH,24,LC_Ssid_RAIN,2,0.175,0.328
Rainbow,Ssid,3,3,Rs3-3,7,low pH,high temp,LH,24,(dead),,,
Rainbow,Ssid,4,3,Rs4-3,7,low pH,high temp,LH,24,LC_Ssid_RAIN,3,0.301,0.570
Rainbow,Ssid,5,3,Rs5-3,7,low pH,high temp,LH,24,LC_Ssid_RAIN,4,0.283,0.515
Star,Ssid,1,3,Ss1-3,7,low pH,high temp,LH,24,LC_Ssid_STAR,1,0.277,0.547
Star,Ssid,2,3,Ss2-3,7,low pH,high temp,LH,24,LC_Ssid_STAR_2-3,1,0.243,0.468
Star,Ssid,3,3,Ss3-3,7,low pH,high temp,LH,24,LC_Ssid_STAR,2,0.272,0.538
Star,Ssid,4,3,Ss4-3,7,low pH,high temp,LH,24,LC_Ssid_STAR,3,0.229,0.458
Star,Ssid,5,3,Ss5-3,7,low pH,high temp,LH,24,LC_Ssid_STAR,4,0.386,0.670
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,42,(dead),,,
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,LH,42,(dead),,,
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,LH,42,(dead),,,
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,LH,42,(dead),,,
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,LH,42,(dead),,,
MacN,Ofav,6,4,CR049,8,low pH,high temp,LH,42,(dead),,,
MacN,Ofav,1,4,Mo1-4,8,low pH,high temp,LH,42,(dead),,,
MacN,Ofav,2,4,Mo2-4,8,low pH,high temp,LH,42,(dead),,,
MacN,Ofav,3,4,Mo3-4,8,low pH,high temp,LH,42,(dead),,,
MacN,Ofav,4,4,Mo4-4,8,low pH,high temp,LH,42,(dead),,,
MacN,Ofav,5,4,Mo5-4,8,low pH,high temp,LH,42,(dead),,,
Rainbow,Ofav,1,4,Ro1-4,8,low pH,high temp,LH,42,(dead),,,
Rainbow,Ofav,2,4,Ro2-4,8,low pH,high temp,LH,42,(dead),,,
Rainbow,Ofav,3,4,Ro3-4,8,low pH,high temp,LH,42,(dead),,,
Rainbow,Ofav,4,4,Ro4-4,8,low pH,high temp,LH,42,(dead),,,
Rainbow,Ofav,5,4,Ro5-4,8,low pH,high temp,LH,42,(dead),,,
Star,Ofav,1,4,So1-4,8,low pH,high temp,LH,42,(dead),,,
Star,Ofav,2,4,So2-4,8,low pH,high temp,LH,42,(dead),,,
Star,Ofav,3,4,So3-4,8,low pH,high temp,LH,42,(dead),,,
Star,Ofav,4,4,So4-4,8,low pH,high temp,LH,42,(dead),,,
Star,Ofav,5,4,So5-4,8,low pH,high temp,LH,42,(dead),,,
Emerald,Ofav,1,1,Eo1-1,1,control pH,high temp,CH,28,(dead),,,
Emerald,Ofav,2,1,Eo2-1,1,control pH,high temp,CH,28,(dead),,,
Emerald,Ofav,3,1,Eo3-1,1,control pH,high temp,CH,28,CC_Ofav_EMRL,1,0.368,0.625
Emerald,Ofav,4,1,Eo4-1,1,control pH,high temp,CH,28,CC_Ofav_EMRL,2,0.278,0.479
Emerald,Ofav,5,1,Eo5-1,1,control pH,high temp,CH,28,(dead),,,
MacN,Ofav,6,1,CR043,1,control pH,high temp,CH,28,CC_Ofav_MACN,4,0.453,0.738
MacN,Ofav,1,1,Mo1-1,1,control pH,high temp,CH,28,CC_Ofav_MACN,1,0.45,0.808
MacN,Ofav,2,1,Mo2-1,1,control pH,high temp,CH,28,(dead),,,
MacN,Ofav,3,1,Mo3-1,1,control pH,high temp,CH,28,(dead),,,
MacN,Ofav,4,1,Mo4-1,1,control pH,high temp,CH,28,CC_Ofav_MACN,2,0.396,0.680
MacN,Ofav,5,1,Mo5-1,1,control pH,high temp,CH,28,CC_Ofav_MACN,3,0.461,0.768
Rainbow,Ofav,1,1,Ro1-1,1,control pH,high temp,CH,28,(dead),,,
Rainbow,Ofav,2,1,Ro2-1,1,control pH,high temp,CH,28,(dead),,,
Rainbow,Ofav,3,1,Ro3-1,1,control pH,high temp,CH,28,CC_Ofav_RAIN,1,0.377,0.643
Rainbow,Ofav,4,1,Ro4-1,1,control pH,high temp,CH,28,CC_Ofav_RAIN,2,0.296,0.485
Rainbow,Ofav,5,1,Ro5-1,1,control pH,high temp,CH,28,CC_Ofav_RAIN_5-1,1,0.369,0.611
Star,Ofav,1,1,So1-1,1,control pH,high temp,CH,28,(dead),,,
Star,Ofav,2,1,So2-1,1,control pH,high temp,CH,28,(dead),,,
Star,Ofav,3,1,So3-1,1,control pH,high temp,CH,28,CC_Ofav_STAR,1,0.409,0.685
